['Ecuador', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 6.2, 28.6, 66.8, 161.6, 263.4, 369.6, 475.6, 565.0, 876.0, 1538.2, 1869.4, 2456.2, 2840.2, 3133.2, 3322.8, 3460.4, 3656.2, 3849.4, 4075.2, 4267.4, 4457.6, 4693.0, 4881.2, 5085.8, 5274.0, 5439.6, 5582.2, 5749.8, 5981.4]
['Egypt', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.4, 8.8, 22.8, 43.0, 71.6, 119.2, 176.0, 236.4, 296.2, 374.8, 440.2, 511.4, 575.0, 662.0, 757.2, 882.4, 1087.4, 1270.8, 1506.0, 1935.4, 2363.8, 2788.4, 3195.6, 3558.8, 3927.4, 4242.6, 4479.0, 4690.2, 4860.8, 5082.0]
['El Salvador', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 2.8, 5.4, 6.0, 7.0, 7.8, 9.0, 12.8, 16.6, 22.8, 30.8, 34.4, 42.4, 50.2, 57.2, 71.2, 83.2, 112.6, 153.2, 200.4, 235.8, 269.0, 322.0, 371.2, 418.8, 467.4, 577.8]
['Equatorial Guinea', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.4, 4.0, 6.2, 7.6, 11.4, 12.0, 12.0, 12.0, 12.0, 32.0, 32.0, 32.0, 47.2, 51.0, 51.0, 51.0, 51.0, 51.0, 83.0, 83.0]
['Eritrea', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
['Estonia', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 3.2, 14.0, 23.4, 31.0, 39.8, 46.0, 50.8, 54.6, 58.6, 62.0, 63.8, 64.4, 66.8, 68.6, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 65.4, 63.0]
['Eswatini', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, 1.0, 1.0, 1.2, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.4, 4.2, 6.6, 9.8, 12.2, 15.2, 19.6, 21.4, 26.6, 37.0, 44.2, 64.0]
['Ethiopia', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 2.4, 3.0, 3.0, 3.0, 3.0, 3.4, 4.6, 5.0, 5.0, 5.2, 8.0, 16.0, 28.2, 51.8, 66.6, 76.6, 97.4, 103.0, 114.0, 132.8, 159.6, 194.8, 241.2, 309.4, 458.8]
['Fiji', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]
['Finland', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 3.4, 13.4, 23.8, 42.6, 65.2, 101.0, 174.8, 205.4, 237.6, 263.6, 287.2, 301.8, 307.8, 315.2, 320.6, 323.2, 325.4, 326.0, 326.8, 328.0, 328.6, 329.0, 328.8, 328.0, 328.4, 329.0, 329.4, 333.0]
['Gabon', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.4, 3.0, 5.6, 8.2, 9.8, 11.6, 12.8, 15.4, 19.8, 21.2, 23.8, 31.8, 38.2, 40.8, 43.2, 46.0, 46.0, 46.0, 47.6, 49.0, 50.2, 51.0]
['Gambia', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.2, 2.0, 2.0, 2.0, 3.0, 3.0, 3.6, 5.2, 7.6, 10.0, 36.2]
['Georgia', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 3.0, 3.8, 5.2, 6.2, 8.8, 10.0, 11.6, 12.0, 12.0, 12.0, 12.8, 13.0, 13.6, 14.0, 14.0, 14.6, 15.0, 15.0, 15.0, 15.2, 16.0, 16.4, 17.0, 17.0]
['Germany', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 13.6, 63.4, 219.0, 661.2, 1444.0, 2495.0, 3473.2, 4658.4, 5693.4, 6453.2, 6987.8, 7536.2, 7863.6, 8078.6, 8290.6, 8494.4, 8602.6, 8708.2, 8791.2, 8865.6, 8915.2, 8973.4, 9010.8, 9044.0, 9074.6, 9090.4, 9111.0, 9131.8, 9154.4, 9214.2]
['Ghana', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 3.2, 5.0, 5.0, 6.2, 8.0, 8.8, 9.8, 15.4, 18.0, 20.4, 25.4, 30.2, 32.0, 34.6, 38.4, 46.4, 50.4, 69.0, 91.0, 108.4, 118.0, 130.2, 138.2, 145.8, 156.2, 170.8, 185.6, 219.8]
['Greece', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 3.4, 9.0, 22.6, 42.4, 67.2, 87.2, 101.0, 113.6, 128.0, 138.6, 145.2, 150.2, 157.0, 165.4, 171.2, 174.6, 179.4, 181.6, 183.2, 187.8, 190.2, 191.2, 192.0, 192.8, 193.0, 194.0, 200.0, 202.6, 207.6, 217.4]
['Grenada', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
['Guatemala', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 1.0, 1.0, 1.0, 1.8, 3.0, 5.0, 7.0, 11.6, 15.6, 18.6, 24.6, 29.6, 40.8, 57.2, 89.6, 151.2, 270.8, 367.0, 459.2, 576.8, 724.8, 881.4, 1053.8, 1257.4, 1456.6, 1620.8, 1795.8, 1985.6, 2271.8]
['Guinea', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 4.4, 6.4, 7.0, 8.8, 11.0, 14.2, 17.2, 19.8, 22.0, 23.0, 23.0, 24.6, 26.4, 28.0, 30.8, 33.4, 35.0, 37.4, 39.2, 41.6, 45.2, 46.4, 50.0]
['Guinea-Bissau', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, 1.2, 2.6, 3.2, 5.2, 6.4, 7.8, 8.8, 12.0, 14.4, 15.8, 18.6, 22.8, 24.6, 25.2, 26.0, 26.0, 26.0, 26.0, 26.8, 29.0]
['Guyana', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, 1.0, 1.0, 1.4, 4.0, 5.8, 6.0, 6.6, 7.2, 8.4, 9.4, 10.0, 10.0, 10.0, 10.4, 11.4, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 14.0, 15.8, 17.2, 19.0, 19.4, 20.0, 20.8, 22.0]
['Haiti', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 1.6, 3.0, 3.0, 5.2, 6.8, 10.4, 13.4, 18.8, 21.8, 27.4, 37.6, 47.6, 53.8, 68.8, 84.2, 90.6, 101.6, 110.6, 122.2, 140.6, 145.8, 154.4, 158.6, 164.6, 187.4]
['Holy See', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
